Name,Year,Duration,Rating,Votes,Description,language
Suzume,2022,2h 2m,7.7,33K,A modern action adventure road story where a 17-year-old girl named Suzume helps a mysterious young man close doors from the other side that are releasing disasters all over in Japan.,Hindi
Uunchai,2022,2h 53m,7.0,7.3K,"Three friends take a trek to the Everest Base Camp. A simple trek turns out to be a personal, emotional and spiritual journey as they battle their physical limitations and discover the true meaning of freedom.",Hindi
Rocket Gang,2022,2h 1m,3.9,152,"A roller-coaster ride of friendship, camaraderie, love and dance as the team of 5 children step into the biggest dance competition to accomplish their dream.",Hindi
Anth the End,2022,1h 45m,6.3,1.1K,"Simran gets Ranjeet arrested for crimes. Ranjeet escapes, but returns in disguise to visit Simran. Unaware of the identify of his visitor, Simran informs Sumeet, who organizes a party. However the event results in a fight between Sumeet and Ranjeet, whose identity is exposed. He kidnaps Sumeet and demands ransom, but winds up killing him by accident. What happens next forms the crux of the story.",Hindi
Dada Lakhmi Chand,2022,2h 34m,8.9,549,"Based on the musical journey of Pandit Lakhmichand, a folk artist who hailed from Haryana.",Hindi
Mili,2022,2h 7m,6.7,11K,Janhvi Kapoor as a woman stuck in a freezer fighting to stay alive. 'Mili' is the official Hindi remake of the Malayalam thriller 'Helen'.,Hindi
Phone Bhoot,2022,2h 16m,5.2,11K,"A ghost reaches out to two bumbling ghostbusters for a business idea. However, their plans go downhill as the eerie ghost reveals her plan.",Hindi
Tadka,2022,2h 57m,6.7,2K,"A middle-aged Tukaram is passionate about food and archaeology but a misplaced call from Madhura that adds the tadka to his life. While love simmers, Nicole and Sidharth's story spices up too.",Hindi
Double XL,2022,2h 8m,4.6,4.4K,The journey of two plus-size women Rajshree Trivedi from Meerut and Saira Khanna from New Delhi as they navigate society's beauty standards.,Hindi
Tara vs Bilal,2022,2h 6m,5.9,2.6K,"Set in London, a romantic comedy where the leading character enter a fake marriage and later fall in love.",Hindi
Thank God,2022,2h 1m,5.6,12K,"An egoistic real estate broker in huge debts, meets with an accident.God appears in front of him and informs him that he will have to play a ""GAME OF LIFE"". If he win, he will be sent back to earth and if not, he will be sent to hell.",Hindi
Ram Setu,2022,2h 20m,5.3,18K,An atheist archaeologist turned believer must race against time to prove the true existence of the legendary Ram Setu before evil forces destroy the pillar of India's heritage.,Hindi
Faraaz,2022,1h 52m,5.0,1.8K,"Based on the real-life terrorist attack that ravaged a Dhaka cafe, Faraaz is a tense hostage drama that unfolds over one claustrophobic night.",Hindi
Dr,2022,2h 4m,6.6,18K,"Uday Gupta finds himself as the lone male resident in the Gynaecology department. His reluctance leads to chaos, confusion, comedy and eventually, great camaraderie with his fellow classmates.",Hindi
Code Name: Tiranga,2022,2h 17m,3.3,3K,The story of a spy on an unfaltering and fearless mission for her nation in a race against time where sacrifice is her only choice.,Hindi
Jaggu Ki Lalten,2022,2h,5.2,121,"""Jaggu ki Lalten"" is a comedy-drama musical film that explores the life of a scrap dealer cum businessman, Hari lal bhoot. A man with shrewd business tactics yet elated with generous and compassionate nature. This unique quality has gained him excellent fame in the vicinity. He's indeed astood businessman that takes complete pride in cherishing his morals and ethics more than anything else. This certainly sets him a class apart, in the fast-moving world of distrust and defamatory. Hari Lal's life is an open declaration of the fact that leading a life with generosity and compassion is certainly the best way to live. The film explores the life of a middle-class man who made his fortune creating successful deals as a scrap dealer. The sacrifices he made in his early age gave him the strength and will to fight and bring the difference in the lives of the people surrounding him. On one of his occasional business trips he had a coincidental encounter with Jaggu, a middle-class man deft with life's pain and suffering. Perplexed by his story, Hari Lal vows to help Jaggu bring his life back on track. It's interesting to see how Hari Lal's dedication made him strive across all odds and fulfill his commitment in giving Jaggu the life he deserves. Although it's a fictitious story, it very well highlights the quality of Humanhood, one that's hard to find in this fast-moving world of status and stature.",Hindi
Modi Ji Ki Beti,2022,1h 44m,6.7,4.1K,"When two stupid terrorist, trying to prove their capability, believing on the fake news of a presence of Prime Minister daughter, kidnaps her, they are faced with a series of comical challenges to send her back to the country.",Hindi
Kahani Rubberband Ki,2022,2h,5.7,1.1K,"The regular life of a young couple in Uttar Pradesh until a contraceptive device malfunction results in an unintended pregnancy. While maintaining his friendship with Kavya, Narendra decides to take on the condom manufacturer",Hindi
Love You Loktantra,2022,2h 15m,7.5,1.1K,"Political satire narrated in a tongue-in-cheek manner, commenting on current Indian politics with a touch of humor.",Hindi
Goodbye,2022,2h 10m,6.8,9.8K,A heartwarming story of the Bhalla family that depicts their journey of grief and self-discovery after they suffer the loss of their loved one.,Hindi
Hindutva,2022,2h 24m,4.8,3.4K,"The depths of Hinduism is seen through its principal characters.Friendship, love and student politics are put in place.",Hindi
Nazar Andaaz,2022,1h 43m,7.2,1.7K,"Sudhir, blind by birth, lives alone with his housemaid Bhavani. While Bhavani is out, he takes in Ali to help around the house. Both Bhavani and Ali grow envious of each other. Nazar Andaaz is a comedic yet heartfelt story of these three.",Hindi
Aa Bhi Ja O Piya,2022,1h 42m,7.4,1.4K,"Kaushal owns his own nursery in Jharkhand village meets Kalpana, a city girl belonging to an army family is on a research tour. Feelings develop between them but circumstances force them to rethink if they are actually made for each other.",Hindi
Maja Ma,2022,2h 14m,6.2,2.7K,"A rumor about Pallavi Patel, a quintessential, middle aged, devoted housewife who is famous for her dance and cooking, threatens to disrupt her middle-class family's ethos, on the eve of her son Tejas' engagement with a rich, NRI girl.",Hindi
Plan A Plan B,2022,1h 45m,4.8,3.3K,"Follows a matchmaker who believes marriage is for everyone except herself, and a successful divorce lawyer with a secret, who cross paths, and explores if opposites coexist or attract.",Hindi
Woh 3 Din,2022,,4.0,221,an uncomplicated man with few uncomplicated dreams - Sanjay Mishra as Rikshaw Driver.,Hindi
Vikram Vedha,2022,2h 40m,7.1,24K,A tough police officer sets out to track down and kill an equally tough gangster.,Hindi
Babli Bouncer,2022,1h 58m,6.6,9.1K,"A one-of-a-kind story of a female bouncer, the film follows Babli Bouncer (Tamannaah Bhatia). It explores the various facets of the profession, which is usually dominated by men.",Hindi
Atithi Bhooto Bhava,2022,1h 54m,6.0,686,Srikant's life turns upside down when he bumps into a middle-aged ghost who claims to be his grandson from his previous birth. Things take an even more comical turn when the ghost seeks Srikant's help to meet his long-lost love.,Hindi
Ishq Pashmina,2022,2h,7.6,428,"Forced by their own condition amidst the beauty and silence of Mashowra, Karan and Omisha come closer to each other. One has never seen the other, only felt it. Soon the two complement each other, but perhaps something else is written in their fate. Amidst heavy snowfall, a very sensitive story is born. Which shakes and leaves its effect very deep in the heart.",Hindi
Dhokha - Round D Corner,2022,2h 2m,6.2,12K,"When a housewife with a personality disorder is taken hostage by a terrorist on the loose and a husband accused of cheating on his wife, have their own versions of reality, how do we know what the truth is?",Hindi
Lost,2022,2h 4m,5.8,6.1K,"An emotional thriller that represents a higher quest, a search for lost values of empathy and integrity.",Hindi
Chup - The Revenge of an Artist,2022,2h 15m,7.5,25K,A crime thriller in which police are on the hunt for a killer who is targeting film critics.,Hindi
Middle Class Love,2022,2h 2m,6.0,703,A young college boy is frustrated being in middle-class family setup and finds love the ideal way to get out of it.,Hindi
Jogi,2022,1h 56m,7.1,6.3K,"Amid tension in 1980s India, three friends of different faiths unite in a noble yet dangerous effort to save hundreds in their town.",Hindi
Saroj Ka Rishta,2022,2h 2m,4.8,773,A Carefree and Confident Girl (Sanah Kapur) of her area who finds Love in Vikram(Randeep Rai).,Hindi
Jahaan Chaar Yaar,2022,2h 6m,3.5,8.4K,The journey of four married friends who set off to Goa seeking solace from their ordinary lives and find themselves in - an extraordinary adventure,Hindi
Zwigato,2022,1h 45m,6.8,5.7K,"A man works as a food delivery rider, grappling with the world of ratings and incentives. To support the income, his homemaker wife begins to explore different work opportunities, with fear but also excitement of a new found independence.",Hindi
Monica O My Darling,2022,2h 9m,7.4,21K,"A slick robotics expert joins a murderous plot after a passionate affair takes a sudden turn, but nothing not even death , is what it seems to be.",Hindi
While We Watched,2022,1h 34m,8.7,2.2K,"How independent news reporting in India and beyond is increasingly under threat by budgetary cuts and especially, extremists leveraging alternative platforms to spread misinformation.",Hindi
Kacchey Limbu,2022,1h 49m,6.2,421,A wilful young girl who is in the race of fulfilling dreams imposed on her by everyone and being at the receiving end each time.,Hindi
Subway,2022,,8.7,587,"Hindi film 'Subway' is an action comedy thriller film directed by Shivraj Deval , starring Ravi Kishan, Vishal Vishesh , Naazuk ,Raj Singh ,Devendra Chaudhary , Peeyush Suhaney, Pradeep Choudhry, Umesh Bajpai,Pankaj Raina, Sandeep Yadav and others shot in Beehad of Chambal. The film is produced under the banner Jagat Janani Entertainments and GETS Film & Entertainment Pvt. Ltd.

The film 'Subway' is all about Politician Guddu Rastogi's game of dirty politics and Baghi Bhan Singh's rebellious attitude.

The story is about three small part-time highway robbers (Vishal, Hoshiyar and Raja) who do the petty thefts for fun and daily enjoyment of an evening party of beer and chicken. One such day they set out on their mission on the highway, with the intent of stealing a car to sell car's stepney, music system etc. so that they can light up their evening. You can call it bad luck or an opportunity of earning some quick money, the boot space of the car has a kidnapped businessman who had been abducted by some rogue. The businessman requests them that ""just send me home safe, and in return will reward you all with a lot of money"".

After much hesitation, the boys agree to do so, but on their way to the businessman's house, they get trapped in the stronghold of a retired dacoit, Baghi Bhan Singh and it turns out that the businessman was not kidnapped by some rogue but by his own brother. Baghi Bhan Singh is aghast by these behaviour ; he promises the businessman that he will punish the treacherous politician- Guddu Rastogi in his own way and see nothing is harmed to him and he reaches safe to his home.",Hindi
